query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
down_degIDs_12hrs	TRUE	0.001420888274874643	18	142	7	0.04929577464788732	0.3888888888888889	HP:0031640	HP	Abnormal radial artery morphology	4213	11690	
down_degIDs_12hrs	TRUE	0.001420888274874643	18	142	7	0.04929577464788732	0.3888888888888889	HP:0030270	HP	Elevated red cell adenosine deaminase activity	4213	10398	
down_degIDs_12hrs	TRUE	0.001420888274874643	18	142	7	0.04929577464788732	0.3888888888888889	HP:0020118	HP	Radial artery aplasia	4213	9354	
down_degIDs_12hrs	TRUE	0.0015785699228193346	1330	142	72	0.5070422535211268	0.05413533834586466	HP:0004325	HP	Decreased body weight	4213	3018	
down_degIDs_12hrs	TRUE	0.0018265118321997857	26	142	8	0.056338028169014086	0.3076923076923077	HP:0040276	HP	Adenocarcinoma of the colon	4213	15251	
down_degIDs_12hrs	TRUE	0.0018265118321997857	26	142	8	0.056338028169014086	0.3076923076923077	HP:0001227	HP	Abnormality of the thenar eminence	4213	939	
down_degIDs_12hrs	TRUE	0.0020824963346428795	35	142	9	0.06338028169014084	0.2571428571428571	HP:0040273	HP	Adenocarcinoma of the intestines	4213	15248	
down_degIDs_12hrs	TRUE	0.002186738147168333	19	142	7	0.04929577464788732	0.3684210526315789	HP:4000209	HP	Abnormal erythrocyte adenosine deaminase activity	4213	17414	
down_degIDs_12hrs	TRUE	0.002186738147168333	19	142	7	0.04929577464788732	0.3684210526315789	HP:0005532	HP	Macrocytic dyserythropoietic anemia	4213	3737	
down_degIDs_12hrs	TRUE	0.002186738147168333	19	142	7	0.04929577464788732	0.3684210526315789	HP:0012410	HP	Pure red cell aplasia	4213	8797	
down_degIDs_12hrs	TRUE	0.0025222706774847147	27	142	8	0.056338028169014086	0.2962962962962963	HP:0002669	HP	Osteosarcoma	4213	1934	
down_degIDs_12hrs	TRUE	0.003463736042193761	37	142	9	0.06338028169014084	0.24324324324324326	HP:0012131	HP	Abnormal number of erythroid precursors	4213	8526	
down_degIDs_12hrs	TRUE	0.004302054970343857	48	142	10	0.07042253521126761	0.20833333333333334	HP:0001790	HP	Nonimmune hydrops fetalis	4213	1298	
down_degIDs_12hrs	TRUE	0.0046049374164619855	29	142	8	0.056338028169014086	0.27586206896551724	HP:0001895	HP	Normochromic anemia	4213	1374	
down_degIDs_12hrs	TRUE	0.0046049374164619855	29	142	8	0.056338028169014086	0.27586206896551724	HP:0040275	HP	Adenocarcinoma of the large intestine	4213	15250	
down_degIDs_12hrs	TRUE	0.0046049374164619855	29	142	8	0.056338028169014086	0.27586206896551724	HP:0001896	HP	Reticulocytopenia	4213	1375	
down_degIDs_12hrs	TRUE	0.006376879510026582	50	142	10	0.07042253521126761	0.2	HP:0025065	HP	Abnormal mean corpuscular volume	4213	9518	
down_degIDs_12hrs	TRUE	0.006376879510026582	50	142	10	0.07042253521126761	0.2	HP:0001894	HP	Thrombocytosis	4213	1373	
down_degIDs_12hrs	TRUE	0.015272264387926346	93	142	13	0.09154929577464789	0.13978494623655913	HP:0002488	HP	Acute leukemia	4213	1800	
down_degIDs_12hrs	TRUE	0.016882282401222828	34	142	8	0.056338028169014086	0.23529411764705882	HP:0008316	HP	Abnormal mitochondria in muscle tissue	4213	5253	
down_degIDs_12hrs	TRUE	0.027905418542133298	71	142	11	0.07746478873239436	0.15492957746478872	HP:0003800	HP	Muscle abnormality related to mitochondrial dysfunction	4213	2683	
down_degIDs_12hrs	TRUE	0.03191140491448781	249	142	22	0.15492957746478872	0.08835341365461848	HP:0004377	HP	Hematological neoplasm	4213	3064	
down_degIDs_12hrs	TRUE	0.03402291532151659	48	142	9	0.06338028169014084	0.1875	HP:0003737	HP	Mitochondrial myopathy	4213	2644	
down_degIDs_12hrs	TRUE	0.036598796381945596	73	142	11	0.07746478873239436	0.1506849315068493	HP:0100273	HP	Neoplasm of the colon	4213	15816	
down_degIDs_12hrs	TRUE	0.03980873292922776	28	142	7	0.04929577464788732	0.25	HP:0011904	HP	Persistence of hemoglobin F	4213	8300	
down_degIDs_12hrs	TRUE	0.03980873292922776	28	142	7	0.04929577464788732	0.25	HP:0030272	HP	Abnormal erythrocyte enzyme level	4213	10400	
down_degIDs_12hrs	TRUE	0.0404965682652342	49	142	9	0.06338028169014084	0.1836734693877551	HP:0001087	HP	Developmental glaucoma	4213	852	
down_degIDs_12hrs	TRUE	7.698246924556885e-24	48	239	35	0.14644351464435146	0.7291666666666666	KEGG:03010	KEGG	Ribosome	2319	208	
down_degIDs_12hrs	TRUE	5.072255331929911e-7	15	239	11	0.04602510460251046	0.7333333333333333	KEGG:03030	KEGG	DNA replication	2319	214	
down_degIDs_12hrs	TRUE	3.101650055957179e-4	62	239	19	0.0794979079497908	0.3064516129032258	KEGG:00190	KEGG	Oxidative phosphorylation	2319	18	
down_degIDs_12hrs	TRUE	0.0011513471025011777	18	239	9	0.03765690376569038	0.5	KEGG:03410	KEGG	Base excision repair	2319	237	
down_degIDs_12hrs	TRUE	0.0012724806467655947	8	239	6	0.02510460251046025	0.75	KEGG:00670	KEGG	One carbon pool by folate	2319	114	
down_degIDs_12hrs	TRUE	0.0034888924748522243	9	239	6	0.02510460251046025	0.6666666666666666	KEGG:03430	KEGG	Mismatch repair	2319	239	
down_degIDs_12hrs	TRUE	0.01771152682258631	24	239	9	0.03765690376569038	0.375	KEGG:03008	KEGG	Ribosome biogenesis in eukaryotes	2319	207	
down_degIDs_12hrs	TRUE	0.033633582770100104	21	239	8	0.03347280334728033	0.38095238095238093	KEGG:03420	KEGG	Nucleotide excision repair	2319	238	
up_degIDs_12hrs	TRUE	3.3750752865917173e-6	559	339	48	0.1415929203539823	0.08586762075134168	GO:0071310	GO:BP	cellular response to organic substance	9885	17066	
up_degIDs_12hrs	TRUE	7.3967849840542345e-6	707	339	55	0.16224188790560473	0.07779349363507779	GO:0010033	GO:BP	response to organic substance	9885	3883	
up_degIDs_12hrs	TRUE	6.251025682822119e-5	772	339	56	0.16519174041297935	0.07253886010362694	GO:0070887	GO:BP	cellular response to chemical stimulus	9885	16854	
up_degIDs_12hrs	TRUE	1.922978670289877e-4	1011	339	66	0.19469026548672566	0.06528189910979229	GO:0042221	GO:BP	response to chemical	9885	10394	
up_degIDs_12hrs	TRUE	3.176051799817389e-4	1863	339	102	0.3008849557522124	0.05475040257648953	GO:0080090	GO:BP	regulation of primary metabolic process	9885	18320	
up_degIDs_12hrs	TRUE	6.583507474682013e-4	562	339	43	0.12684365781710916	0.07651245551601424	GO:0008219	GO:BP	cell death	9885	3180	
up_degIDs_12hrs	TRUE	6.583507474682013e-4	562	339	43	0.12684365781710916	0.07651245551601424	GO:0012501	GO:BP	programmed cell death	9885	4630	
up_degIDs_12hrs	TRUE	0.0010820428156661226	533	339	41	0.12094395280235988	0.07692307692307693	GO:0006915	GO:BP	apoptotic process	9885	2593	
up_degIDs_12hrs	TRUE	0.001288720550119147	1818	339	98	0.2890855457227139	0.0539053905390539	GO:0051171	GO:BP	regulation of nitrogen compound metabolic process	9885	13995	
up_degIDs_12hrs	TRUE	0.0018851135295739807	965	339	61	0.17994100294985252	0.06321243523316063	GO:0035556	GO:BP	intracellular signal transduction	9885	9405	
up_degIDs_12hrs	TRUE	0.003236517769897085	458	339	36	0.10619469026548672	0.07860262008733625	GO:0009719	GO:BP	response to endogenous stimulus	9885	3654	
up_degIDs_12hrs	TRUE	0.003266355425633043	420	339	34	0.10029498525073746	0.08095238095238096	GO:0071495	GO:BP	cellular response to endogenous stimulus	9885	17229	
up_degIDs_12hrs	TRUE	0.004543892165288478	2324	339	116	0.3421828908554572	0.04991394148020654	GO:0019222	GO:BP	regulation of metabolic process	9885	5789	
up_degIDs_12hrs	TRUE	0.006471441717862921	1661	339	89	0.26253687315634217	0.05358217940999398	GO:0048523	GO:BP	negative regulation of cellular process	9885	13231	
up_degIDs_12hrs	TRUE	0.007156798940579517	85	339	13	0.038348082595870206	0.15294117647058825	GO:0062012	GO:BP	regulation of small molecule metabolic process	9885	16275	
up_degIDs_12hrs	TRUE	0.00844222513572817	943	339	58	0.1710914454277286	0.061505832449628844	GO:0009966	GO:BP	regulation of signal transduction	9885	3842	
up_degIDs_12hrs	TRUE	0.013251070678243403	409	339	32	0.0943952802359882	0.07823960880195599	GO:0042981	GO:BP	regulation of apoptotic process	9885	10815	
up_degIDs_12hrs	TRUE	0.013973435658013386	245	339	23	0.06784660766961652	0.09387755102040816	GO:0019220	GO:BP	regulation of phosphate metabolic process	9885	5787	
up_degIDs_12hrs	TRUE	0.014939134253720059	246	339	23	0.06784660766961652	0.09349593495934959	GO:0051174	GO:BP	regulation of phosphorus metabolic process	9885	13998	
up_degIDs_12hrs	TRUE	0.016198421205741578	1773	339	92	0.2713864306784661	0.05188945290468133	GO:0048519	GO:BP	negative regulation of biological process	9885	13227	
up_degIDs_12hrs	TRUE	0.016323545586980886	1217	339	69	0.20353982300884957	0.056696795398520954	GO:0006793	GO:BP	phosphorus metabolic process	9885	2507	
up_degIDs_12hrs	TRUE	0.017252435904262085	1219	339	69	0.20353982300884957	0.05660377358490566	GO:0048583	GO:BP	regulation of response to stimulus	9885	13279	
up_degIDs_12hrs	TRUE	0.018087589668046057	44	339	9	0.02654867256637168	0.20454545454545456	GO:1902905	GO:BP	positive regulation of supramolecular fiber organization	9885	23169	
up_degIDs_12hrs	TRUE	0.020241728896884286	1085	339	63	0.18584070796460178	0.05806451612903226	GO:0033036	GO:BP	macromolecule localization	9885	8276	
up_degIDs_12hrs	TRUE	0.021194322365876442	1203	339	68	0.20058997050147492	0.05652535328345802	GO:0006796	GO:BP	phosphate-containing compound metabolic process	9885	2510	
up_degIDs_12hrs	TRUE	0.022953809260156582	907	339	55	0.16224188790560473	0.06063947078280044	GO:0009056	GO:BP	catabolic process	9885	3269	
up_degIDs_12hrs	TRUE	0.023084270147775286	440	339	33	0.09734513274336283	0.075	GO:0009968	GO:BP	negative regulation of signal transduction	9885	3844	
up_degIDs_12hrs	TRUE	0.02512508809782109	254	339	23	0.06784660766961652	0.09055118110236221	GO:0043069	GO:BP	negative regulation of programmed cell death	9885	10865	
up_degIDs_12hrs	TRUE	0.025580432840517614	888	339	54	0.1592920353982301	0.060810810810810814	GO:0008104	GO:BP	protein localization	9885	3157	
up_degIDs_12hrs	TRUE	0.025970419991407312	1329	339	73	0.2153392330383481	0.05492851768246802	GO:0036211	GO:BP	protein modification process	9885	9821	
up_degIDs_12hrs	TRUE	0.028124238770302967	891	339	54	0.1592920353982301	0.06060606060606061	GO:0070727	GO:BP	cellular macromolecule localization	9885	16772	
up_degIDs_12hrs	TRUE	0.028685114813336705	1074	339	62	0.18289085545722714	0.05772811918063315	GO:0010646	GO:BP	regulation of cell communication	9885	4342	
up_degIDs_12hrs	TRUE	0.0301325059954665	426	339	32	0.0943952802359882	0.07511737089201878	GO:0043067	GO:BP	regulation of programmed cell death	9885	10863	
up_degIDs_12hrs	TRUE	0.03124714586893571	1077	339	62	0.18289085545722714	0.057567316620241414	GO:0023051	GO:BP	regulation of signaling	9885	6876	
up_degIDs_12hrs	TRUE	0.033634472724720615	241	339	22	0.06489675516224189	0.0912863070539419	GO:0043066	GO:BP	negative regulation of apoptotic process	9885	10862	
up_degIDs_12hrs	TRUE	0.03585731922640444	242	339	22	0.06489675516224189	0.09090909090909091	GO:0010243	GO:BP	response to organonitrogen compound	9885	4060	
up_degIDs_12hrs	TRUE	0.0375499409747836	2770	339	129	0.3805309734513274	0.04657039711191336	GO:1901564	GO:BP	organonitrogen compound metabolic process	9885	22098	
up_degIDs_12hrs	TRUE	0.03814870055693374	2167	339	106	0.31268436578171094	0.04891555145362252	GO:0031323	GO:BP	regulation of cellular metabolic process	9885	7372	
up_degIDs_12hrs	TRUE	0.03918169167842416	492	339	35	0.10324483775811209	0.07113821138211382	GO:1901565	GO:BP	organonitrogen compound catabolic process	9885	22099	
up_degIDs_12hrs	TRUE	0.04314162570941203	414	339	31	0.09144542772861357	0.0748792270531401	GO:1901700	GO:BP	response to oxygen-containing compound	9885	22187	
up_degIDs_12hrs	TRUE	0.04646913485884936	264	339	23	0.06784660766961652	0.08712121212121213	GO:0030097	GO:BP	hemopoiesis	9885	6912	
up_degIDs_12hrs	TRUE	0.04832929257790953	580	339	39	0.11504424778761062	0.06724137931034482	GO:0051172	GO:BP	negative regulation of nitrogen compound metabolic process	9885	13996	
up_degIDs_12hrs	TRUE	0.04998711895833568	3	339	3	0.008849557522123894	1	GO:0010954	GO:BP	positive regulation of protein processing	9885	4589	
up_degIDs_12hrs	TRUE	0.04998711895833568	3	339	3	0.008849557522123894	1	GO:1903319	GO:BP	positive regulation of protein maturation	9885	23492	
up_degIDs_12hrs	TRUE	5.4196536599410135e-15	4174	308	201	0.6525974025974026	0.04815524676569238	GO:0005737	GO:CC	cytoplasm	9988	309	
up_degIDs_12hrs	TRUE	3.333134482567447e-9	6511	308	253	0.8214285714285714	0.03885731838427277	GO:0005622	GO:CC	intracellular anatomical structure	9988	237	
up_degIDs_12hrs	TRUE	5.720882253728196e-9	1189	308	78	0.2532467532467532	0.0656013456686291	GO:0005829	GO:CC	cytosol	9988	380	
up_degIDs_12hrs	TRUE	2.1339097544672175e-6	4816	308	197	0.6396103896103896	0.04090531561461794	GO:0043231	GO:CC	intracellular membrane-bounded organelle	9988	1883	
up_degIDs_12hrs	TRUE	5.724147580522233e-6	4998	308	201	0.6525974025974026	0.040216086434573826	GO:0043227	GO:CC	membrane-bounded organelle	9988	1879	
up_degIDs_12hrs	TRUE	1.1796927080450177e-4	5738	308	218	0.7077922077922078	0.03799233182293482	GO:0043229	GO:CC	intracellular organelle	9988	1881	
up_degIDs_12hrs	TRUE	4.0217839295050026e-4	1215	308	66	0.21428571428571427	0.05432098765432099	GO:0005654	GO:CC	nucleoplasm	9988	252	
up_degIDs_12hrs	TRUE	4.912335901077106e-4	5855	308	219	0.711038961038961	0.03740392826643894	GO:0043226	GO:CC	organelle	9988	1878	
up_degIDs_12hrs	TRUE	9.730806557382192e-4	3035	308	130	0.42207792207792205	0.042833607907743	GO:0005634	GO:CC	nucleus	9988	243	
up_degIDs_12hrs	TRUE	0.0011544451654146907	1488	308	75	0.2435064935064935	0.05040322580645161	GO:0012505	GO:CC	endomembrane system	9988	687	
up_degIDs_12hrs	TRUE	0.002720045465755288	574	308	37	0.12012987012987013	0.06445993031358885	GO:0098588	GO:CC	bounding membrane of organelle	9988	3216	
up_degIDs_12hrs	TRUE	0.004956890516174351	175	308	17	0.05519480519480519	0.09714285714285714	GO:0048471	GO:CC	perinuclear region of cytoplasm	9988	2231	
up_degIDs_12hrs	TRUE	0.007157784926885513	1142	308	59	0.19155844155844157	0.05166374781085814	GO:0031090	GO:CC	organelle membrane	9988	1045	
up_degIDs_12hrs	TRUE	0.007675967990058739	602	308	37	0.12012987012987013	0.061461794019933555	GO:0031982	GO:CC	vesicle	9988	1228	
up_degIDs_12hrs	TRUE	0.025846327930208902	567	308	34	0.11038961038961038	0.059964726631393295	GO:0031410	GO:CC	cytoplasmic vesicle	9988	1106	
up_degIDs_12hrs	TRUE	0.029561031889442643	571	308	34	0.11038961038961038	0.0595446584938704	GO:0097708	GO:CC	intracellular vesicle	9988	3137	
up_degIDs_12hrs	TRUE	7.663362358035186e-7	616	362	50	0.13812154696132597	0.08116883116883117	GO:0019899	GO:MF	enzyme binding	11031	3728	
up_degIDs_12hrs	TRUE	1.395567210382309e-4	661	362	47	0.1298342541436464	0.07110438729198185	GO:0042802	GO:MF	identical protein binding	11031	5644	
up_degIDs_12hrs	TRUE	2.2358311530793623e-4	4464	362	192	0.5303867403314917	0.043010752688172046	GO:0005515	GO:MF	protein binding	11031	1492	
up_degIDs_12hrs	TRUE	0.0013614907151572055	8109	362	302	0.8342541436464088	0.03724256998396843	GO:0005488	GO:MF	binding	11031	1480	
up_degIDs_12hrs	TRUE	0.029427112826257925	559	362	36	0.09944751381215469	0.06440071556350627	GO:0030234	GO:MF	enzyme regulator activity	11031	3856	
up_degIDs_12hrs	TRUE	0.029579645458964857	3447	362	147	0.40607734806629836	0.04264577893820714	GO:0036094	GO:MF	small molecule binding	11031	5395	
up_degIDs_12hrs	TRUE	0.049930535805569276	4	362	3	0.008287292817679558	0.75	GO:0140537	GO:MF	transcription regulator activator activity	11031	10522	
up_degIDs_12hrs	TRUE	0.0012365300647466536	856	161	59	0.36645962732919257	0.0689252336448598	HP:0002683	HP	Abnormal calvaria morphology	4213	1945	
up_degIDs_12hrs	TRUE	0.019647984223921253	1017	161	63	0.391304347826087	0.061946902654867256	HP:0000549	HP	Abnormal conjugate eye movement	4213	422	
up_degIDs_12hrs	TRUE	0.020871361967027584	54	199	13	0.06532663316582915	0.24074074074074073	KEGG:04140	KEGG	Autophagy - animal	2319	277	
